ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,2060 Med,Damage 2060,Damage Done 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
3420 Sheridan Ave,25.809759,-80.129039,2.700000048,32.40000057,11,71887.5,1423112.5,21,159525,1335475,7500,Miami Beach,Miami-Dade County,1495000,33140,2019
733 NE 75th St,25.844454,-80.181325,3.099999905,37.19999886,11,118489.77,1371510.23,21,262939.74,1227060.26,12362,Miami,Miami-Dade County,1490000,33138,2019
6350 Pinetree Dr,25.844828,-80.126335,1,12,11,96281.325,1353718.675,21,213657.15,1236342.85,10045,Miami Beach,Miami-Dade County,1450000,33141,2019
528 W 51st St,25.827052,-80.127098,3.599999905,43.19999886,11,63740.25,1386259.75,21,141445.5,1308554.5,6650,Miami Beach,Miami-Dade County,1450000,33140,2019
600 NE 50th Ter,25.8221,-80.18334,4.300000191,51.60000229,11,130480.605,1319519.395,21,289548.51,1160451.49,13613,Miami,Miami-Dade County,1450000,33137,2019
4730 Bay Point Rd,25.819467,-80.187329,7.5,90,11,133586.145,1291413.855,21,296439.99,1128560.01,13937,Miami,Miami-Dade County,1425000,33137,2016
5334 Pine Tree Dr,25.831033,-80.124706,2.400000095,28.80000114,11,71887.5,1328112.5,21,159525,1240475,7500,Miami Beach,Miami-Dade County,1400000,33140,2019
640 W 51st St,25.827008,-80.12863,2.900000095,34.80000114,11,63740.25,1336259.75,21,141445.5,1258554.5,6650,Miami Beach,Miami-Dade County,1400000,33140,2019
1248 NE 89th St,25.856957,-80.171767,0.3000000119,3.600000143,11,174926.25,1225073.75,21,388177.5,1011822.5,18250,Miami,Miami-Dade County,1400000,33138,2019
563 W 49th St,25.825784,-80.128125,3.900000095,46.80000114,11,62302.5,1337697.5,21,138255,1261745,6500,Miami Beach,Miami-Dade County,1400000,33140,2017
6166 Pine Tree Dr,25.843231,-80.125677,2.5,30,11,71887.5,1324112.5,21,159525,1236475,7500,Miami Beach,Miami-Dade County,1396000,33140,2019
3467 Prairie Ave,25.810712,-80.130565,1.799999952,21.59999943,11,117128.7,1277871.3,21,259919.4,1135080.6,12220,Miami Beach,Miami-Dade County,1395000,33140,2019
5151 Collins Ave,25.828809,-80.121399,3.799999952,45.59999943,11,102517.6733,1292482.327,21,227496.1828,1167503.817,10695.63624,Miami Beach,Miami-Dade County,1395000,33140,2019
130 NE 45th St,25.816811,-80.192863,12.80000019,153.6000023,11,75481.875,1314518.125,21,167501.25,1222498.75,7875,Miami,Miami-Dade County,1390000,33137,2018
5225 Collins Ave,25.829821,-80.121153,3.799999952,45.59999943,11,102517.6733,1287482.327,21,227496.1828,1162503.817,10695.63624,Miami Beach,Miami-Dade County,1390000,33140,2019
695 NE 70th St,25.839772,-80.18235,6.900000095,82.80000114,11,77638.5,1307361.5,21,172287,1212713,8100,Miami,Miami-Dade County,1385000,33138,2019
7300 Trouville Esplanade,25.854129,-80.138328,0.3000000119,3.600000143,11,102463.65,1272536.35,21,227376.3,1147623.7,10690,Miami Beach,Miami-Dade County,1375000,33141,2019
5120 Alton Rd,25.828176,-80.130996,0.3000000119,3.600000143,11,81664.2,1268335.8,21,181220.4,1168779.6,8520,Miami Beach,Miami-Dade County,1350000,33140,2019
4444 Nautilus Dr,25.818904,-80.135224,1.600000024,19.20000029,11,102517.6733,1247482.327,21,227496.1828,1122503.817,10695.63624,Miami Beach,Miami-Dade County,1350000,33140,2019
1234 NE 89th St,25.856951,-80.171976,0.3000000119,3.600000143,11,87463.125,1262536.875,21,194088.75,1155911.25,9125,Miami,Miami-Dade County,1350000,33138,2019
640 NE 55 St,25.813153,-80.191714,13.89999962,166.7999954,11,92734.875,1256265.125,21,205787.25,1143212.75,9675,Miami,Miami-Dade County,1349000,33137,2019
5130 Alton Rd,25.828308,-80.130887,0.400000006,4.800000072,11,80514,1258986,21,178668,1160832,8400,Miami Beach,Miami-Dade County,1339500,33140,2018
3426 Prairie Ave,25.810085,-80.131385,0.6999999881,8.399999857,11,93453.75,1231546.25,21,207382.5,1117617.5,9750,Miami Beach,Miami-Dade County,1325000,33140,2019
1015 W 47th Ct,25.823653,-80.133806,0.8000000119,9.600000143,11,116831.565,1208168.435,21,259260.03,1065739.97,12189,Miami Beach,Miami-Dade County,1325000,33140,2019
581 NE 58 Street,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,1212482.327,21,227496.1828,1087503.817,10695.63624,Miami,Miami-Dade County,1315000,33137,2019
211 NE 43 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,1197482.327,21,227496.1828,1072503.817,10695.63624,Miami,Miami-Dade County,1300000,33137,2015
5966 NE 6th Ave,25.831099,-80.183845,9.100000381,109.2000046,11,62877.6,1236122.4,21,139531.2,1159468.8,6560,Miami,Miami-Dade County,1299000,33137,2019
4575 Post Ave,25.820311,-80.128329,1.299999952,15.59999943,11,66136.5,1232863.5,21,146763,1152237,6900,Miami Beach,Miami-Dade County,1299000,33140,2019
4750 Bay Point Rd,25.820194,-80.18721,7.699999809,92.39999771,11,151443,1147557,21,336066,962934,15800,Miami,Miami-Dade County,1299000,33137,2019
880 S Shore Dr,25.854738,-80.141841,0.5,6,11,107543.7,1191456.3,21,238649.4,1060350.6,11220,Miami Beach,Miami-Dade County,1299000,33141,2019
1113 NE 89th St,25.85755,-80.174737,3,36,11,87463.125,1211536.875,21,194088.75,1104911.25,9125,Miami,Miami-Dade County,1299000,33138,2019
5911 Alton Rd,25.840248,-80.130549,2.400000095,28.80000114,11,68293.125,1229706.875,21,151548.75,1146451.25,7125,Miami Beach,Miami-Dade County,1298000,33140,2018
169 NE 43rd Street,25.815848,-80.192177,12.10000038,145.2000046,11,100642.5,1189357.5,21,223335,1066665,10500,Miami,Miami-Dade County,1290000,33137,2019
7250 Belle Meade Blvd,25.84218,-80.176429,1,12,11,151423.83,1138576.17,21,336023.46,953976.54,15798,Miami,Miami-Dade County,1290000,33138,2019
5925 NE 6th Ct,25.830673,-80.181942,6.099999905,73.19999886,11,132800.175,1157199.825,21,294695.85,995304.15,13855,Miami,Miami-Dade County,1290000,33137,2019
4560 Post ave,25.820111,-80.128919,1,12,11,102517.6733,1172482.327,21,227496.1828,1047503.817,10695.63624,Miami Beach,Miami-Dade County,1275000,33140,2018
7610 Bayside Ln,25.861286,-80.128717,0,0,11,76200.75,1173799.25,21,169096.5,1080903.5,7950,Miami Beach,Miami-Dade County,1250000,33141,2019
4628 Alton Rd,25.82255,-80.136019,0.3000000119,3.600000143,11,57510,1192490,21,127620,1122380,6000,Miami Beach,Miami-Dade County,1250000,33140,2019
531 NE 63rd St,25.834401,-80.185607,11,132,11,62302.5,1187697.5,21,138255,1111745,6500,Miami,Miami-Dade County,1250000,33138,2019
5237 La Gorce Dr,25.82978,-80.1251,3.900000095,46.80000114,11,73804.5,1171195.5,21,163779,1081221,7700,Miami Beach,Miami-Dade County,1245000,33140,2019
461 NE 53rd St,25.825432,-80.185122,8.899999619,106.7999954,11,79076.25,1159923.75,21,175477.5,1063522.5,8250,Miami,Miami-Dade County,1239000,33137,2019
440 NE 92nd St,25.859527,-80.188321,6.400000095,76.80000114,11,122227.92,1102772.08,21,271235.04,953764.96,12752,Miami Shores,Miami-Dade County,1225000,33138,2019
75 N Shore Dr,25.858681,-80.1294,0.3000000119,3.600000143,11,102517.6733,1122482.327,21,227496.1828,997503.8172,10695.63624,Miami,Miami-Dade County,1225000,33141,2019
5825 Alton Rd,25.839179,-80.130861,2.900000095,34.80000114,11,68293.125,1131706.875,21,151548.75,1048451.25,7125,Miami Beach,Miami-Dade County,1200000,33140,2019
4260 Pine Tree Dr,25.815763,-80.126457,3,36,11,113582.25,1086417.75,21,252049.5,947950.5,11850,Miami Beach,Miami-Dade County,1200000,33140,2018
669 NE 60th St,25.832245,-80.182447,7.400000095,88.80000114,11,65657.25,1133342.75,21,145699.5,1053300.5,6850,Miami,Miami-Dade County,1199000,33137,2019
1086 NE 91st St,25.858985,-80.175181,4.900000095,58.80000114,11,72606.375,1126393.625,21,161120.25,1037879.75,7575,Miami,Miami-Dade County,1199000,33138,2019
550 W 51st St,25.827039,-80.127569,3.599999905,43.19999886,11,63740.25,1135259.75,21,141445.5,1057554.5,6650,Miami Beach,Miami-Dade County,1199000,33140,2019
47 N Shore Drive,25.858296,-80.129125,0.3000000119,3.600000143,11,102517.6733,1086482.327,21,227496.1828,961503.8172,10695.63624,Miami Beach,Miami-Dade County,1189000,33141,2018
520 NE 55th Ter,25.82666,-80.18424,8.300000191,99.60000229,11,79076.25,1095923.75,21,175477.5,999522.5,8250,Miami,Miami-Dade County,1175000,33137,2019
520 NE 58th St,25.829019,-80.184578,7.900000095,94.80000114,11,72462.6,1102537.4,21,160801.2,1014198.8,7560,Miami,Miami-Dade County,1175000,33137,2019
4484 Adams Ave,25.818652,-80.132916,2.299999952,27.59999943,11,83121.12,1091878.88,21,184453.44,990546.56,8672,Miami Beach,Miami-Dade County,1175000,33140,2019
606 NE 56th St,25.827559,-80.182482,4.900000095,58.80000114,11,57510,1111490,21,127620,1041380,6000,Miami,Miami-Dade County,1169000,33137,2019
835 W 47th St,25.822407,-80.131769,1.5,18,11,73066.455,1091933.545,21,162141.21,1002858.79,7623,Miami Beach,Miami-Dade County,1165000,33140,2019
5979 Alton Rd,25.841025,-80.129978,2.099999905,25.19999886,11,68293.125,1081706.875,21,151548.75,998451.25,7125,Miami Beach,Miami-Dade County,1150000,33140,2019
755 Lakeview Dr,25.824878,-80.13021,2.799999952,33.59999943,11,61823.25,1088176.75,21,137191.5,1012808.5,6450,Miami Beach,Miami-Dade County,1150000,33140,2017
5460 Alton Rd,25.834813,-80.129641,1.799999952,21.59999943,11,82708.965,1061291.035,21,183538.83,960461.17,8629,Miami Beach,Miami-Dade County,1144000,33140,2019
4340 Post Ave,25.816714,-80.129549,1,12,11,68053.5,1075946.5,21,151017,992983,7100,Miami Beach,Miami-Dade County,1144000,33140,2019
97 N Shore Dr,25.858934,-80.129587,0.3000000119,3.600000143,11,102517.6733,1027482.327,21,227496.1828,902503.8172,10695.63624,Miami Beach,Miami-Dade County,1130000,33141,2019
1021 NE 83rd St,25.85221,-80.176231,2.599999905,31.19999886,11,112144.5,1012855.5,21,248859,876141,11700,Miami,Miami-Dade County,1125000,33138,2019
200 N Shore Dr,25.860033,-80.131186,2.900000095,34.80000114,11,91939.32,1027060.68,21,204021.84,914978.16,9592,Miami Beach,Miami-Dade County,1119000,33141,2019
8650 Arboretum Ln,25.854854,-80.178705,7.599999905,91.19999886,11,49966.605,1060033.395,21,110880.51,999119.49,5213,Miami,Miami-Dade County,1110000,33138,2019
4514 Sheridan Ave,25.819281,-80.126868,3.200000048,38.40000057,11,71887.5,1028112.5,21,159525,940475,7500,Miami Beach,Miami-Dade County,1100000,33140,2019
635 Fairway Dr,25.860214,-80.138226,1.799999952,21.59999943,11,74763,1025237,21,165906,934094,7800,Miami Beach,Miami-Dade County,1100000,33141,2019
4300 Royal Palm Ave,25.816015,-80.129084,1.600000024,19.20000029,11,65178,1034822,21,144636,955364,6800,Miami Beach,Miami-Dade County,1100000,33140,2019
5935 NE 6th Ct,25.831088,-80.182091,6.599999905,79.19999886,11,78117.75,1016882.25,21,173350.5,921649.5,8150,Miami,Miami-Dade County,1095000,33137,2019
4326 Post Ave,25.816445,-80.12959,1.100000024,13.20000029,11,65657.25,1029342.75,21,145699.5,949300.5,6850,Miami Beach,Miami-Dade County,1095000,33140,2018
4400 NE 1st Ave,25.816432,-80.193793,13.39999962,160.7999954,11,52717.5,997282.5,21,116985,933015,5500,Miami,Miami-Dade County,1050000,33137,2019
464 NE 55th Ter,25.826596,-80.185659,10.5,126,11,79076.25,969923.75,21,175477.5,873522.5,8250,Miami,Miami-Dade County,1049000,33137,2019
7441 Center Bay Dr,25.84516,-80.158613,0.400000006,4.800000072,11,73804.5,961195.5,21,163779,871221,7700,North Bay Village,Miami-Dade County,1035000,33141,2019
1211 NE 82nd St,25.851269,-80.173334,0.3000000119,3.600000143,11,72893.925,952106.075,21,161758.35,863241.65,7605,Miami,Miami-Dade County,1025000,33138,2019
5135 Alton Rd,25.827951,-80.130185,1.5,18,11,88661.25,911337.75,21,196747.5,803251.5,9250,Miami Beach,Miami-Dade County,999999,33140,2018
431 NE 53rd St,25.825387,-80.185812,10.10000038,121.2000046,11,79076.25,920873.75,21,175477.5,824472.5,8250,Miami,Miami-Dade County,999950,33137,2019
8425 NE 12th Ave,25.8535,-80.173833,1,12,11,82459.755,916940.245,21,182985.81,816414.19,8603,Miami,Miami-Dade County,999400,33138,2019
1210 NE 83rd St,25.851754,-80.173557,0.400000006,4.800000072,11,72893.925,926106.075,21,161758.35,837241.65,7605,Miami,Miami-Dade County,999000,33138,2019
1100 NE 91 TER,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,896482.3267,21,227496.1828,771503.8172,10695.63624,Miami Shores,Miami-Dade County,999000,33138,2018
670 NE 50th Ter,25.82213,-80.18203,4.300000191,51.60000229,11,88066.98,909933.02,21,195428.76,802571.24,9188,Miami,Miami-Dade County,998000,33137,2019
5130 Cherokee Ave,25.827878,-80.129551,2.299999952,27.59999943,11,105435,889565,21,233970,761030,11000,Miami Beach,Miami-Dade County,995000,33140,2019
4770 Alton Rd,25.824864,-80.13394,1.799999952,21.59999943,11,57510,935490,21,127620,865380,6000,Miami Beach,Miami-Dade County,993000,33140,2019
6025 Alton Rd,25.841564,-80.129294,1.899999976,22.79999971,11,66912.885,922087.115,21,148485.87,840514.13,6981,Miami Beach,Miami-Dade County,989000,33140,2019
540 W 50th St,25.826155,-80.12768,3.799999952,45.59999943,11,61823.25,927176.75,21,137191.5,851808.5,6450,Miami Beach,Miami-Dade County,989000,33140,2019
7700 Beachview Dr,25.84671,-80.157341,0.3000000119,3.600000143,11,76680,911320,21,170160,817840,8000,North Bay Village,Miami-Dade County,988000,33141,2019
5515 LA GORCE DR,25.833545,-80.124786,4.400000095,52.80000114,11,73804.5,876195.5,21,163779,786221,7700,Miami Beach,Miami-Dade County,950000,33140,2019
8450 N Bayshore Dr,25.853811,-80.172332,0.3000000119,3.600000143,11,90099,858901,21,199938,749062,9400,Miami,Miami-Dade County,949000,33138,2019
4955 Cherokee Ave,25.826137,-80.128893,3.299999952,39.59999943,11,61823.25,887176.75,21,137191.5,811808.5,6450,Miami Beach,Miami-Dade County,949000,33140,2018
735 S Shore Dr,25.855357,-80.139542,1.799999952,21.59999943,11,77120.91,867879.09,21,171138.42,773861.58,8046,Miami Beach,Miami-Dade County,945000,33141,2019
7600 Beachview Drive,25.845886,-80.157307,0.3000000119,3.600000143,11,76680,866820,21,170160,773340,8000,North Bay Village,Miami-Dade County,943500,33141,2019
730 NE 76th St,25.844789,-80.181621,2.200000048,26.40000057,11,101840.625,798158.375,21,225993.75,674005.25,10625,Miami,Miami-Dade County,899999,33138,2019
940 NE 83rd St,25.851578,-80.177333,4.900000095,58.80000114,11,129589.2,770409.8,21,287570.4,612428.6,13520,Miami,Miami-Dade County,899999,33138,2019
7524 Mutiny Ave,25.845814,-80.149906,0.3000000119,3.600000143,11,68436.9,830613.1,21,151867.8,747182.2,7140,North Bay Village,Miami-Dade County,899050,33141,2017
1200 NE 92nd St,25.86027,-80.17364,2.5,30,11,89859.375,809140.625,21,199406.25,699593.75,9375,Miami Shores,Miami-Dade County,899000,33138,2019
555 S Shore Drive,25.856156,-80.136302,1.799999952,21.59999943,11,72702.225,826297.775,21,161332.95,737667.05,7585,Miami Beach,Miami-Dade County,899000,33141,2019
4755 Alton Rd,25.824212,-80.133794,1.600000024,19.20000029,11,71887.5,827112.5,21,159525,739475,7500,Miami Beach,Miami-Dade County,899000,33140,2019
870 W 43rd Ct,25.816466,-80.13428,1.600000024,19.20000029,11,60385.5,838614.5,21,134001,764999,6300,Miami Beach,Miami-Dade County,899000,33140,2019
7600 NE 8th Ave,25.845335,-80.180003,0.6999999881,8.399999857,11,71887.5,825612.5,21,159525,737975,7500,Miami,Miami-Dade County,897500,33138,2019
4470 Alton Rd,25.82006,-80.136163,0.400000006,4.800000072,11,79057.08,815942.92,21,175434.96,719565.04,8248,Miami Beach,Miami-Dade County,895000,33140,2019
7517 W Treasure Dr,25.845339,-80.15458,0.3000000119,3.600000143,11,68436.9,826563.1,21,151867.8,743132.2,7140,North Bay Village,Miami-Dade County,895000,33141,2019
901 NE 73rd St,25.842938,-80.177845,2.799999952,33.59999943,11,101792.7,793207.3,21,225887.4,669112.6,10620,Miami,Miami-Dade County,895000,33138,2017
920 N Shore Dr,25.859325,-80.142811,0.400000006,4.800000072,11,71206.965,818793.035,21,158014.83,731985.17,7429,Miami Beach,Miami-Dade County,890000,33141,2019
330 W 46th,25.820529,-80.126744,3,36,11,102517.6733,787482.3267,21,227496.1828,662503.8172,10695.63624,Miami Beach,Miami-Dade County,890000,33140,2019
8260 NE 12th Ave,25.851775,-80.174191,0.8000000119,9.600000143,11,78021.9,810978.1,21,173137.8,715862.2,8140,Miami,Miami-Dade County,889000,33138,2019
535 NE 50th Ter,25.822531,-80.183643,5,60,11,77638.5,807361.5,21,172287,712713,8100,Miami,Miami-Dade County,885000,33137,2019
455 NE 39th St,25.813917,-80.187416,7.5,90,11,102517.6733,775482.3267,21,227496.1828,650503.8172,10695.63624,Miami,Miami-Dade County,878000,33137,2018
4951 Cherokee Ave,25.825785,-80.128884,3.599999905,43.19999886,11,61823.25,813176.75,21,137191.5,737808.5,6450,Miami Beach,Miami-Dade County,875000,33140,2018
1319 71st St,25.854346,-80.133013,2.200000048,26.40000057,11,56216.025,813683.975,21,124748.55,745151.45,5865,Miami Beach,Miami-Dade County,869900,33141,2019
776 NE 74th St,25.843191,-80.180262,4.699999809,56.39999771,11,56551.5,793448.5,21,125493,724507,5900,Miami,Miami-Dade County,850000,33138,2019
5025 Cherokee Ave,25.827026,-80.128935,2.599999905,31.19999886,11,63740.25,786259.75,21,141445.5,708554.5,6650,Miami Beach,Miami-Dade County,850000,33140,2018
715 S Shore,25.855447,-80.139177,1.399999976,16.79999971,11,69012,779988,21,153144,695856,7200,Miami Beach,Miami-Dade County,849000,33141,2019
59 N Shore Drive,25.857913,-80.128963,0.3000000119,3.600000143,11,102517.6733,746482.3267,21,227496.1828,621503.8172,10695.63624,Miami Beach,Miami-Dade County,849000,33141,2018
1025 NE 91st Terrace,25.859854,-80.176464,7.300000191,87.60000229,11,104840.73,740159.27,21,232651.26,612348.74,10938,Miami Shores,Miami-Dade County,845000,33138,2019
9250 N Bayshore Dr,25.861012,-80.172102,1.100000024,13.20000029,11,89859.375,753140.625,21,199406.25,643593.75,9375,Miami Shores,Miami-Dade County,843000,33138,2019
1021 W 46th St,25.821908,-80.134262,1.5,18,11,71887.5,763112.5,21,159525,675475,7500,Miami,Miami-Dade County,835000,33140,2019
620 N Shore Drive,25.86055,-80.13804,1,12,11,74763,754237,21,165906,663094,7800,Miami Beach,Miami-Dade County,829000,33141,2019
530 W 40th St,25.812834,-80.130107,2.900000095,34.80000114,11,57902.985,771097.015,21,128492.07,700507.93,6041,Miami Beach,Miami-Dade County,829000,33140,2019
5445 Collins Ave,25.834101,-80.120254,3.099999905,37.19999886,11,102517.6733,726482.3267,21,227496.1828,601503.8172,10695.63624,Miami Beach,Miami-Dade County,829000,33140,2019
423 NE 92nd St,25.860072,-80.188602,6,72,11,122688,702312,21,272256,552744,12800,Miami Shores,Miami-Dade County,825000,33138,2019
888 W 47th Street,25.822054,-80.132944,2,24,11,71887.5,753012.5,21,159525,665375,7500,Miami Beach,Miami-Dade County,824900,33140,2019
7810 Center Bay Dr,25.847995,-80.159219,2.700000048,32.40000057,11,76680,743320,21,170160,649840,8000,North Bay Village,Miami-Dade County,820000,33141,2019
5600 NE 5th Ave,25.827935,-80.184984,8.300000191,99.60000229,11,76497.885,723002.115,21,169755.87,629744.13,7981,Miami,Miami-Dade County,799500,33137,2019
935 S Shore Dr,25.855133,-80.142939,1.700000048,20.40000057,11,71446.59,727553.41,21,158546.58,640453.42,7454,Miami Beach,Miami-Dade County,799000,33141,2019
268 NE 85th St,25.853791,-80.191414,3.299999952,39.59999943,11,92591.1,706408.9,21,205468.2,593531.8,9660,El Portal,Miami-Dade County,799000,33138,2019
860 NE 84th St,25.85275,-80.1795,6.400000095,76.80000114,11,209384.325,585615.675,21,464643.15,330356.85,21845,Miami,Miami-Dade County,795000,33138,2019
9204 NE 10th Ave,25.860728,-80.177245,8.100000381,97.20000458,11,78980.4,716019.6,21,175264.8,619735.2,8240,Miami Shores,Miami-Dade County,795000,33138,2019
7607 NE 7th Ave,25.845265,-80.182117,2,24,11,119812.5,670087.5,21,265875,524025,12500,Miami,Miami-Dade County,789900,33138,2018
86 NE 47th St,25.818368,-80.193926,13.80000019,165.6000023,11,57510,722490,21,127620,652380,6000,Miami,Miami-Dade County,780000,33137,2018
921 NE 72nd St,25.841384,-80.1776,3.400000095,40.80000114,11,143775,636225,21,319050,460950,15000,Miami,Miami-Dade County,780000,33138,2019
540 NE 74th St,25.84293,-80.185531,8.5,102,11,61852.005,717147.995,21,137255.31,641744.69,6453,Miami,Miami-Dade County,779000,33138,2019
340 N Shore Dr,25.860698,-80.133549,0.8999999762,10.79999971,11,69012,709988,21,153144,625856,7200,Miami Beach,Miami-Dade County,779000,33141,2019
