ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,% 30,2060 Med,Damage 2060,Damage Done 60,% 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
4550 Bay Point Rd,25.817865,-80.187568,8.5,102,11,229004.82,1520995.18,13.08598971,21,508182.84,1241817.16,29.03901943,23892,Miami,Miami-Dade County,1750000,33137,2019
5968 NE 6 CT,25.831188,-80.183848,9.199999809,110.3999977,11,183552.75,1541447.25,10.64073913,21,407320.5,1317679.5,23.61278261,19150,Miami,Miami-Dade County,1725000,33137,2018
6001 N Bay Rd,25.842114,-80.130269,0.3000000119,3.600000143,11,74887.605,1650112.395,4.341310435,21,166182.51,1558817.49,9.633768696,7813,Miami Beach,Miami-Dade County,1725000,33140,2018
4747 N Bay Rd,25.824347,-80.135069,0.400000006,4.800000072,11,86265,1633735,5.015406977,21,191430,1528570,11.12965116,9000,Miami Beach,Miami-Dade County,1720000,33140,2019
5410 La Gorce Dr,25.832197,-80.125598,3.5,42,11,71168.625,1628831.375,4.186389706,21,157929.75,1542070.25,9.289985294,7425,Miami Beach,Miami-Dade County,1700000,33140,2019
4230 N Bay Rd,25.813761,-80.137923,5.900000095,70.80000114,11,248251.5,1446748.5,14.64610619,21,550893,1144107,32.50106195,25900,Miami Beach,Miami-Dade County,1695000,33140,2018
681 NE 57th St,25.828792,-80.181288,3.299999952,39.59999943,11,119937.105,1555062.895,7.160424179,21,266151.51,1408848.49,15.88964239,12513,Miami,Miami-Dade County,1675000,33137,2019
5931 La Gorce Dr,25.840045,-80.12494,3.200000048,38.40000057,11,69673.365,1605326.635,4.159603881,21,154611.63,1520388.37,9.230545075,7269,Miami Beach,Miami-Dade County,1675000,33140,2019
5261 NE 5th Ave,25.824735,-80.184459,7.699999809,92.39999771,11,155411.19,1444588.81,9.713199375,21,344871.78,1255128.22,21.55448625,16214,Miami,Miami-Dade County,1600000,33137,2019
850 S Shore Dr,25.854752,-80.141474,0.5,6,11,97767,1502133,6.110819426,21,216954,1382946,13.56047253,10200,Miami Beach,Miami-Dade County,1599900,33141,2018
7701 Miami View Dr,25.846836,-80.159474,0.8000000119,9.600000143,11,73804.5,1525195.5,4.615666041,21,163779,1435221,10.24258912,7700,North Bay Village,Miami-Dade County,1599000,33141,2019
7548 W TREASURE DRIVE,25.845926,-80.154867,0.3000000119,3.600000143,11,102517.6733,1496482.327,6.411361684,21,227496.1828,1371503.817,14.22740355,10695.63624,North Bay Village,Miami-Dade County,1599000,33141,2019
4744 Bay Point Rd,25.819941,-80.187262,7.5,90,11,128726.55,1470273.45,8.050440901,21,285656.1,1313343.9,17.86467167,13430,Miami,Miami-Dade County,1599000,33137,2019
628 NE 59 ST,25.813153,-80.191714,13.89999962,166.7999954,11,66136.5,1518863.5,4.172649842,21,146763,1438237,9.259495268,6900,Miami,Miami-Dade County,1585000,33137,2019
690 S Shore Dr,25.855036,-80.138691,0.3000000119,3.600000143,11,97767,1481233,6.19170361,21,216954,1362046,13.739962,10200,Miami Beach,Miami-Dade County,1579000,33141,2019
5970 Alton Rd,25.841345,-80.130585,1.100000024,13.20000029,11,69251.625,1495748.375,4.425023962,21,153675.75,1411324.25,9.819536741,7225,Miami Beach,Miami-Dade County,1565000,33140,2019
547 NE 59th St,25.830426,-80.184248,9.100000381,109.2000046,11,86265,1462735,5.569076824,21,191430,1357570,12.35829567,9000,Miami,Miami-Dade County,1549000,33137,2019
4975 Delaware Ave,25.825971,-80.130865,1.399999976,16.79999971,11,86265,1413735,5.751,21,191430,1308570,12.762,9000,Miami Beach,Miami-Dade County,1500000,33140,2019
441 W 34th St,25.809499,-80.129534,2.599999905,31.19999886,11,97048.125,1402951.875,6.469875,21,215358.75,1284641.25,14.35725,10125,Miami Beach,Miami-Dade County,1500000,33140,2019
3420 Sheridan Ave,25.809759,-80.129039,2.700000048,32.40000057,11,71887.5,1423112.5,4.808528428,21,159525,1335475,10.67056856,7500,Miami Beach,Miami-Dade County,1495000,33140,2019
733 NE 75th St,25.844454,-80.181325,3.099999905,37.19999886,11,118489.77,1371510.23,7.952333557,21,262939.74,1227060.26,17.64696242,12362,Miami,Miami-Dade County,1490000,33138,2019
6350 Pinetree Dr,25.844828,-80.126335,1,12,11,96281.325,1353718.675,6.640091379,21,213657.15,1236342.85,14.73497586,10045,Miami Beach,Miami-Dade County,1450000,33141,2019
528 W 51st St,25.827052,-80.127098,3.599999905,43.19999886,11,63740.25,1386259.75,4.39587931,21,141445.5,1308554.5,9.754862069,6650,Miami Beach,Miami-Dade County,1450000,33140,2019
600 NE 50th Ter,25.8221,-80.18334,4.300000191,51.60000229,11,130480.605,1319519.395,8.998662414,21,289548.51,1160451.49,19.96886276,13613,Miami,Miami-Dade County,1450000,33137,2019
4730 Bay Point Rd,25.819467,-80.187329,7.5,90,11,133586.145,1291413.855,9.374466316,21,296439.99,1128560.01,20.80280632,13937,Miami,Miami-Dade County,1425000,33137,2016
5334 Pine Tree Dr,25.831033,-80.124706,2.400000095,28.80000114,11,71887.5,1328112.5,5.134821429,21,159525,1240475,11.39464286,7500,Miami Beach,Miami-Dade County,1400000,33140,2019
640 W 51st St,25.827008,-80.12863,2.900000095,34.80000114,11,63740.25,1336259.75,4.552875,21,141445.5,1258554.5,10.10325,6650,Miami Beach,Miami-Dade County,1400000,33140,2019
1248 NE 89th St,25.856957,-80.171767,0.3000000119,3.600000143,11,174926.25,1225073.75,12.49473214,21,388177.5,1011822.5,27.72696429,18250,Miami,Miami-Dade County,1400000,33138,2019
563 W 49th St,25.825784,-80.128125,3.900000095,46.80000114,11,62302.5,1337697.5,4.450178571,21,138255,1261745,9.875357143,6500,Miami Beach,Miami-Dade County,1400000,33140,2017
6166 Pine Tree Dr,25.843231,-80.125677,2.5,30,11,71887.5,1324112.5,5.149534384,21,159525,1236475,11.42729226,7500,Miami Beach,Miami-Dade County,1396000,33140,2019
3467 Prairie Ave,25.810712,-80.130565,1.799999952,21.59999943,11,117128.7,1277871.3,8.396322581,21,259919.4,1135080.6,18.63221505,12220,Miami Beach,Miami-Dade County,1395000,33140,2019
5151 Collins Ave,25.828809,-80.121399,3.799999952,45.59999943,11,102517.6733,1292482.327,7.348937156,21,227496.1828,1167503.817,16.30797009,10695.63624,Miami Beach,Miami-Dade County,1395000,33140,2019
130 NE 45th St,25.816811,-80.192863,12.80000019,153.6000023,11,75481.875,1314518.125,5.430350719,21,167501.25,1222498.75,12.05044964,7875,Miami,Miami-Dade County,1390000,33137,2018
5225 Collins Ave,25.829821,-80.121153,3.799999952,45.59999943,11,102517.6733,1287482.327,7.375372182,21,227496.1828,1162503.817,16.36663185,10695.63624,Miami Beach,Miami-Dade County,1390000,33140,2019
695 NE 70th St,25.839772,-80.18235,6.900000095,82.80000114,11,77638.5,1307361.5,5.60566787,21,172287,1212713,12.43949458,8100,Miami,Miami-Dade County,1385000,33138,2019
7300 Trouville Esplanade,25.854129,-80.138328,0.3000000119,3.600000143,11,102463.65,1272536.35,7.451901818,21,227376.3,1147623.7,16.53645818,10690,Miami Beach,Miami-Dade County,1375000,33141,2019
5120 Alton Rd,25.828176,-80.130996,0.3000000119,3.600000143,11,81664.2,1268335.8,6.0492,21,181220.4,1168779.6,13.42373333,8520,Miami Beach,Miami-Dade County,1350000,33140,2019
4444 Nautilus Dr,25.818904,-80.135224,1.600000024,19.20000029,11,102517.6733,1247482.327,7.593901728,21,227496.1828,1122503.817,16.85156909,10695.63624,Miami Beach,Miami-Dade County,1350000,33140,2019
1234 NE 89th St,25.856951,-80.171976,0.3000000119,3.600000143,11,87463.125,1262536.875,6.47875,21,194088.75,1155911.25,14.37694444,9125,Miami,Miami-Dade County,1350000,33138,2019
640 NE 55 St,25.813153,-80.191714,13.89999962,166.7999954,11,92734.875,1256265.125,6.874342105,21,205787.25,1143212.75,15.25479985,9675,Miami,Miami-Dade County,1349000,33137,2019
5130 Alton Rd,25.828308,-80.130887,0.400000006,4.800000072,11,80514,1258986,6.01075028,21,178668,1160832,13.33840985,8400,Miami Beach,Miami-Dade County,1339500,33140,2018
3426 Prairie Ave,25.810085,-80.131385,0.6999999881,8.399999857,11,93453.75,1231546.25,7.053113208,21,207382.5,1117617.5,15.65150943,9750,Miami Beach,Miami-Dade County,1325000,33140,2019
1015 W 47th Ct,25.823653,-80.133806,0.8000000119,9.600000143,11,116831.565,1208168.435,8.817476604,21,259260.03,1065739.97,19.56679472,12189,Miami Beach,Miami-Dade County,1325000,33140,2019
581 NE 58 Street,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,1212482.327,7.796020786,21,227496.1828,1087503.817,17.30008994,10695.63624,Miami,Miami-Dade County,1315000,33137,2019
211 NE 43 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,1197482.327,7.885974872,21,227496.1828,1072503.817,17.49970637,10695.63624,Miami,Miami-Dade County,1300000,33137,2015
5966 NE 6th Ave,25.831099,-80.183845,9.100000381,109.2000046,11,62877.6,1236122.4,4.840461894,21,139531.2,1159468.8,10.74143187,6560,Miami,Miami-Dade County,1299000,33137,2019
4575 Post Ave,25.820311,-80.128329,1.299999952,15.59999943,11,66136.5,1232863.5,5.091339492,21,146763,1152237,11.29815242,6900,Miami Beach,Miami-Dade County,1299000,33140,2019
4750 Bay Point Rd,25.820194,-80.18721,7.699999809,92.39999771,11,151443,1147557,11.65842956,21,336066,962934,25.87113164,15800,Miami,Miami-Dade County,1299000,33137,2019
880 S Shore Dr,25.854738,-80.141841,0.5,6,11,107543.7,1191456.3,8.278960739,21,238649.4,1060350.6,18.37177829,11220,Miami Beach,Miami-Dade County,1299000,33141,2019
1113 NE 89th St,25.85755,-80.174737,3,36,11,87463.125,1211536.875,6.733112009,21,194088.75,1104911.25,14.94139723,9125,Miami,Miami-Dade County,1299000,33138,2019
5911 Alton Rd,25.840248,-80.130549,2.400000095,28.80000114,11,68293.125,1229706.875,5.261411787,21,151548.75,1146451.25,11.67555855,7125,Miami Beach,Miami-Dade County,1298000,33140,2018
169 NE 43rd Street,25.815848,-80.192177,12.10000038,145.2000046,11,100642.5,1189357.5,7.801744186,21,223335,1066665,17.3127907,10500,Miami,Miami-Dade County,1290000,33137,2019
7250 Belle Meade Blvd,25.84218,-80.176429,1,12,11,151423.83,1138576.17,11.7382814,21,336023.46,953976.54,26.04833023,15798,Miami,Miami-Dade County,1290000,33138,2019
5925 NE 6th Ct,25.830673,-80.181942,6.099999905,73.19999886,11,132800.175,1157199.825,10.29458721,21,294695.85,995304.15,22.84463953,13855,Miami,Miami-Dade County,1290000,33137,2019
4560 Post ave,25.820111,-80.128919,1,12,11,102517.6733,1172482.327,8.04060183,21,227496.1828,1047503.817,17.84283786,10695.63624,Miami Beach,Miami-Dade County,1275000,33140,2018
7610 Bayside Ln,25.861286,-80.128717,0,0,11,76200.75,1173799.25,6.09606,21,169096.5,1080903.5,13.52772,7950,Miami Beach,Miami-Dade County,1250000,33141,2019
4628 Alton Rd,25.82255,-80.136019,0.3000000119,3.600000143,11,57510,1192490,4.6008,21,127620,1122380,10.2096,6000,Miami Beach,Miami-Dade County,1250000,33140,2019
531 NE 63rd St,25.834401,-80.185607,11,132,11,62302.5,1187697.5,4.9842,21,138255,1111745,11.0604,6500,Miami,Miami-Dade County,1250000,33138,2019
5237 La Gorce Dr,25.82978,-80.1251,3.900000095,46.80000114,11,73804.5,1171195.5,5.928072289,21,163779,1081221,13.15493976,7700,Miami Beach,Miami-Dade County,1245000,33140,2019
461 NE 53rd St,25.825432,-80.185122,8.899999619,106.7999954,11,79076.25,1159923.75,6.382263923,21,175477.5,1063522.5,14.16283293,8250,Miami,Miami-Dade County,1239000,33137,2019
440 NE 92nd St,25.859527,-80.188321,6.400000095,76.80000114,11,122227.92,1102772.08,9.977789388,21,271235.04,953764.96,22.14163592,12752,Miami Shores,Miami-Dade County,1225000,33138,2019
75 N Shore Dr,25.858681,-80.1294,0.3000000119,3.600000143,11,102517.6733,1122482.327,8.36878966,21,227496.1828,997503.8172,18.57111696,10695.63624,Miami,Miami-Dade County,1225000,33141,2019
5825 Alton Rd,25.839179,-80.130861,2.900000095,34.80000114,11,68293.125,1131706.875,5.69109375,21,151548.75,1048451.25,12.6290625,7125,Miami Beach,Miami-Dade County,1200000,33140,2019
4260 Pine Tree Dr,25.815763,-80.126457,3,36,11,113582.25,1086417.75,9.4651875,21,252049.5,947950.5,21.004125,11850,Miami Beach,Miami-Dade County,1200000,33140,2018
669 NE 60th St,25.832245,-80.182447,7.400000095,88.80000114,11,65657.25,1133342.75,5.476000834,21,145699.5,1053300.5,12.15175146,6850,Miami,Miami-Dade County,1199000,33137,2019
1086 NE 91st St,25.858985,-80.175181,4.900000095,58.80000114,11,72606.375,1126393.625,6.055577565,21,161120.25,1037879.75,13.43788574,7575,Miami,Miami-Dade County,1199000,33138,2019
550 W 51st St,25.827039,-80.127569,3.599999905,43.19999886,11,63740.25,1135259.75,5.316117598,21,141445.5,1057554.5,11.7969558,6650,Miami Beach,Miami-Dade County,1199000,33140,2019
47 N Shore Drive,25.858296,-80.129125,0.3000000119,3.600000143,11,102517.6733,1086482.327,8.622176058,21,227496.1828,961503.8172,19.13340477,10695.63624,Miami Beach,Miami-Dade County,1189000,33141,2018
520 NE 55th Ter,25.82666,-80.18424,8.300000191,99.60000229,11,79076.25,1095923.75,6.729893617,21,175477.5,999522.5,14.93425532,8250,Miami,Miami-Dade County,1175000,33137,2019
520 NE 58th St,25.829019,-80.184578,7.900000095,94.80000114,11,72462.6,1102537.4,6.167029787,21,160801.2,1014198.8,13.68520851,7560,Miami,Miami-Dade County,1175000,33137,2019
4484 Adams Ave,25.818652,-80.132916,2.299999952,27.59999943,11,83121.12,1091878.88,7.074137872,21,184453.44,990546.56,15.69816511,8672,Miami Beach,Miami-Dade County,1175000,33140,2019
606 NE 56th St,25.827559,-80.182482,4.900000095,58.80000114,11,57510,1111490,4.919589393,21,127620,1041380,10.9170231,6000,Miami,Miami-Dade County,1169000,33137,2019
835 W 47th St,25.822407,-80.131769,1.5,18,11,73066.455,1091933.545,6.271798712,21,162141.21,1002858.79,13.91770043,7623,Miami Beach,Miami-Dade County,1165000,33140,2019
5979 Alton Rd,25.841025,-80.129978,2.099999905,25.19999886,11,68293.125,1081706.875,5.938532609,21,151548.75,998451.25,13.17815217,7125,Miami Beach,Miami-Dade County,1150000,33140,2019
755 Lakeview Dr,25.824878,-80.13021,2.799999952,33.59999943,11,61823.25,1088176.75,5.375934783,21,137191.5,1012808.5,11.92969565,6450,Miami Beach,Miami-Dade County,1150000,33140,2017
5460 Alton Rd,25.834813,-80.129641,1.799999952,21.59999943,11,82708.965,1061291.035,7.229804633,21,183538.83,960461.17,16.04360402,8629,Miami Beach,Miami-Dade County,1144000,33140,2019
4340 Post Ave,25.816714,-80.129549,1,12,11,68053.5,1075946.5,5.948732517,21,151017,992983,13.20078671,7100,Miami Beach,Miami-Dade County,1144000,33140,2019
97 N Shore Dr,25.858934,-80.129587,0.3000000119,3.600000143,11,102517.6733,1027482.327,9.072360472,21,227496.1828,902503.8172,20.13240555,10695.63624,Miami Beach,Miami-Dade County,1130000,33141,2019
1021 NE 83rd St,25.85221,-80.176231,2.599999905,31.19999886,11,112144.5,1012855.5,9.9684,21,248859,876141,22.1208,11700,Miami,Miami-Dade County,1125000,33138,2019
200 N Shore Dr,25.860033,-80.131186,2.900000095,34.80000114,11,91939.32,1027060.68,8.216203753,21,204021.84,914978.16,18.23251475,9592,Miami Beach,Miami-Dade County,1119000,33141,2019
8650 Arboretum Ln,25.854854,-80.178705,7.599999905,91.19999886,11,49966.605,1060033.395,4.501495946,21,110880.51,999119.49,9.989235135,5213,Miami,Miami-Dade County,1110000,33138,2019
4514 Sheridan Ave,25.819281,-80.126868,3.200000048,38.40000057,11,71887.5,1028112.5,6.535227273,21,159525,940475,14.50227273,7500,Miami Beach,Miami-Dade County,1100000,33140,2019
635 Fairway Dr,25.860214,-80.138226,1.799999952,21.59999943,11,74763,1025237,6.796636364,21,165906,934094,15.08236364,7800,Miami Beach,Miami-Dade County,1100000,33141,2019
4300 Royal Palm Ave,25.816015,-80.129084,1.600000024,19.20000029,11,65178,1034822,5.925272727,21,144636,955364,13.14872727,6800,Miami Beach,Miami-Dade County,1100000,33140,2019
5935 NE 6th Ct,25.831088,-80.182091,6.599999905,79.19999886,11,78117.75,1016882.25,7.134041096,21,173350.5,921649.5,15.83109589,8150,Miami,Miami-Dade County,1095000,33137,2019
4326 Post Ave,25.816445,-80.12959,1.100000024,13.20000029,11,65657.25,1029342.75,5.99609589,21,145699.5,949300.5,13.30589041,6850,Miami Beach,Miami-Dade County,1095000,33140,2018
4400 NE 1st Ave,25.816432,-80.193793,13.39999962,160.7999954,11,52717.5,997282.5,5.020714286,21,116985,933015,11.14142857,5500,Miami,Miami-Dade County,1050000,33137,2019
464 NE 55th Ter,25.826596,-80.185659,10.5,126,11,79076.25,969923.75,7.538250715,21,175477.5,873522.5,16.72807436,8250,Miami,Miami-Dade County,1049000,33137,2019
7441 Center Bay Dr,25.84516,-80.158613,0.400000006,4.800000072,11,73804.5,961195.5,7.130869565,21,163779,871221,15.82405797,7700,North Bay Village,Miami-Dade County,1035000,33141,2019
1211 NE 82nd St,25.851269,-80.173334,0.3000000119,3.600000143,11,72893.925,952106.075,7.111602439,21,161758.35,863241.65,15.78130244,7605,Miami,Miami-Dade County,1025000,33138,2019
5135 Alton Rd,25.827951,-80.130185,1.5,18,11,88661.25,911337.75,8.866133866,21,196747.5,803251.5,19.67476967,9250,Miami Beach,Miami-Dade County,999999,33140,2018
431 NE 53rd St,25.825387,-80.185812,10.10000038,121.2000046,11,79076.25,920873.75,7.908020401,21,175477.5,824472.5,17.54862743,8250,Miami,Miami-Dade County,999950,33137,2019
8425 NE 12th Ave,25.8535,-80.173833,1,12,11,82459.755,916940.245,8.250926056,21,182985.81,816414.19,18.30956674,8603,Miami,Miami-Dade County,999400,33138,2019
1210 NE 83rd St,25.851754,-80.173557,0.400000006,4.800000072,11,72893.925,926106.075,7.296689189,21,161758.35,837241.65,16.19202703,7605,Miami,Miami-Dade County,999000,33138,2019
1100 NE 91 TER,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,896482.3267,10.26202936,21,227496.1828,771503.8172,22.77239067,10695.63624,Miami Shores,Miami-Dade County,999000,33138,2018
670 NE 50th Ter,25.82213,-80.18203,4.300000191,51.60000229,11,88066.98,909933.02,8.824346693,21,195428.76,802571.24,19.58204008,9188,Miami,Miami-Dade County,998000,33137,2019
5130 Cherokee Ave,25.827878,-80.129551,2.299999952,27.59999943,11,105435,889565,10.59648241,21,233970,761030,23.51457286,11000,Miami Beach,Miami-Dade County,995000,33140,2019
4770 Alton Rd,25.824864,-80.13394,1.799999952,21.59999943,11,57510,935490,5.791540785,21,127620,865380,12.85196375,6000,Miami Beach,Miami-Dade County,993000,33140,2019
6025 Alton Rd,25.841564,-80.129294,1.899999976,22.79999971,11,66912.885,922087.115,6.765711325,21,148485.87,840514.13,15.01373812,6981,Miami Beach,Miami-Dade County,989000,33140,2019
540 W 50th St,25.826155,-80.12768,3.799999952,45.59999943,11,61823.25,927176.75,6.251086957,21,137191.5,851808.5,13.87173913,6450,Miami Beach,Miami-Dade County,989000,33140,2019
7700 Beachview Dr,25.84671,-80.157341,0.3000000119,3.600000143,11,76680,911320,7.761133603,21,170160,817840,17.22267206,8000,North Bay Village,Miami-Dade County,988000,33141,2019
5515 LA GORCE DR,25.833545,-80.124786,4.400000095,52.80000114,11,73804.5,876195.5,7.768894737,21,163779,786221,17.23989474,7700,Miami Beach,Miami-Dade County,950000,33140,2019
8450 N Bayshore Dr,25.853811,-80.172332,0.3000000119,3.600000143,11,90099,858901,9.494099052,21,199938,749062,21.0682824,9400,Miami,Miami-Dade County,949000,33138,2019
4955 Cherokee Ave,25.826137,-80.128893,3.299999952,39.59999943,11,61823.25,887176.75,6.514567966,21,137191.5,811808.5,14.45642782,6450,Miami Beach,Miami-Dade County,949000,33140,2018
735 S Shore Dr,25.855357,-80.139542,1.799999952,21.59999943,11,77120.91,867879.09,8.160942857,21,171138.42,773861.58,18.10988571,8046,Miami Beach,Miami-Dade County,945000,33141,2019
7600 Beachview Drive,25.845886,-80.157307,0.3000000119,3.600000143,11,76680,866820,8.12718601,21,170160,773340,18.03497615,8000,North Bay Village,Miami-Dade County,943500,33141,2019
730 NE 76th St,25.844789,-80.181621,2.200000048,26.40000057,11,101840.625,798158.375,11.31563757,21,225993.75,674005.25,25.11044457,10625,Miami,Miami-Dade County,899999,33138,2019
940 NE 83rd St,25.851578,-80.177333,4.900000095,58.80000114,11,129589.2,770409.8,14.398816,21,287570.4,612428.6,31.95230217,13520,Miami,Miami-Dade County,899999,33138,2019
7524 Mutiny Ave,25.845814,-80.149906,0.3000000119,3.600000143,11,68436.9,830613.1,7.612135031,21,151867.8,747182.2,16.89203048,7140,North Bay Village,Miami-Dade County,899050,33141,2017
